,folder,pdb_file,mol2_file,surflex_score,Ki(nM),IC50(nM),Kd(nM),unique_id,pKi,pIC50,pKd,pK,max_tanimoto_schrodinger,max_tanimoto_merck,max_tanimoto_validation,max_tanimoto_fep_benchmark
827,4AN0_2P6,4AN0.pdb,4AN0-results_50037603.mol2,10.3711,,61,,4AN0_2P6_4AN0-results_50037603,,[7.214670164989233],,7.214670164989233,0.2760736196319018,0.1666666666666666,0.2422360248447205,0.3
828,4AN0_2P6,4AN0.pdb,4AN0-results_50051539.mol2,11.0667,,2;1;130,,4AN0_2P6_4AN0-results_50051539,,"[8.698970004336019, 9.0, 6.886056647693163]",,8.698970004336019,0.2992700729927007,0.1829268292682926,0.2517006802721088,0.3076923076923077
829,4AN0_2P6,4AN0.pdb,4AN0-results_50134150.mol2,5.8091,,0.57,,4AN0_2P6_4AN0-results_50134150,,[9.244125144327509],,9.244125144327509,0.1206030150753768,0.0787037037037037,0.1699346405228758,0.1361702127659574
830,4AN0_2P6,4AN0.pdb,4AN0-results_50155838.mol2,8.3435,0.1,0.22;0.20;6,,4AN0_2P6_4AN0-results_50155838,[10.0],"[9.657577319177793, 9.698970004336019, 8.221848749616356]",,10.0,0.2847222222222222,0.1638418079096045,0.2402597402597402,0.2857142857142857
831,4AN0_2P6,4AN0.pdb,4AN0-results_50170683.mol2,7.2816,,1,,4AN0_2P6_4AN0-results_50170683,,[9.0],,9.0,0.1270718232044199,0.1210526315789473,0.2325581395348837,0.1435406698564593
832,4AN0_2P6,4AN0.pdb,4AN0-results_50170689.mol2,10.5502,,0.22,,4AN0_2P6_4AN0-results_50170689,,[9.657577319177793],,9.657577319177792,0.2733333333333333,0.1684782608695652,0.2628205128205128,0.2894736842105263
833,4AN0_2P6,4AN0.pdb,4AN0-results_50170699.mol2,7.2689,,3,,4AN0_2P6_4AN0-results_50170699,,[8.522878745280337],,8.522878745280337,0.1366459627329192,0.1179775280898876,0.25,0.1453488372093023
834,4AN0_2P6,4AN0.pdb,4AN0-results_50170705.mol2,6.8027,,0.76,,4AN0_2P6_4AN0-results_50170705,,[9.119186407719209],,9.119186407719209,0.1286549707602339,0.1236559139784946,0.24,0.1463414634146341
835,4AN0_2P6,4AN0.pdb,4AN0-results_50170708.mol2,5.5778,,3,,4AN0_2P6_4AN0-results_50170708,,[8.522878745280337],,8.522878745280337,0.2536231884057971,0.1605839416058394,0.2585034013605442,0.2536231884057971
836,4AN0_2P6,4AN0.pdb,4AN0-results_50170710.mol2,5.2679,,2,,4AN0_2P6_4AN0-results_50170710,,[8.698970004336019],,8.698970004336019,0.1796407185628742,0.2102272727272727,0.2781065088757396,0.2126436781609195
837,4AN0_2P6,4AN0.pdb,4AN0-results_50170712.mol2,7.6186,,0.39,,4AN0_2P6_4AN0-results_50170712,,[9.4089353929735],,9.4089353929735,0.1311475409836065,0.1243523316062176,0.234375,0.1408450704225352
838,4AN0_2P6,4AN0.pdb,4AN0-results_50193665.mol2,11.227,,1,,4AN0_2P6_4AN0-results_50193665,,[9.0],,9.0,0.2451612903225806,0.1920529801324503,0.2371794871794871,0.2929292929292929
839,4AN0_2P6,4AN0.pdb,4AN0-results_50284126.mol2,9.6732,,9,,4AN0_2P6_4AN0-results_50284126,,[8.045757490560675],,8.045757490560675,0.2847222222222222,0.1638418079096045,0.2483660130718954,0.2857142857142857
840,4AN0_2P6,4AN0.pdb,4AN0-results_50316822.mol2,6.2681,,1,,4AN0_2P6_4AN0-results_50316822,,[9.0],,9.0,0.2899408284023668,0.1641791044776119,0.28,0.2899408284023668
841,3K5V_STI,3K5V.pdb,3K5V-results_13530.mol2,16.5734,,11;730;20030,,3K5V_STI_3K5V-results_13530,,"[7.958607314841775, 6.136677139879544, 4.698319050706424]",,6.136677139879544,0.2180851063829787,0.291866028708134,0.35,0.2923728813559322
842,3K5V_STI,3K5V.pdb,3K5V-results_50323918.mol2,9.6062,,9,,3K5V_STI_3K5V-results_50323918,,[8.045757490560675],,8.045757490560675,0.211340206185567,0.2764976958525346,0.2988505747126437,0.3224043715846995
843,1TL3_H20,1TL3.pdb,1TL3-results_12078.mol2,9.2011,,710,,1TL3_H20_1TL3-results_12078,,[6.1487416512809245],,6.1487416512809245,0.2428571428571428,0.203125,0.2340425531914893,0.2428571428571428
844,1TL3_H20,1TL3.pdb,1TL3-results_12079.mol2,8.2003,,630,,1TL3_H20_1TL3-results_12079,,[6.200659450546418],,6.200659450546418,0.2463768115942029,0.216,0.2262773722627737,0.2463768115942029
845,1TL3_H20,1TL3.pdb,1TL3-results_12080.mol2,8.6229,,240,,1TL3_H20_1TL3-results_12080,,[6.619788758288394],,6.619788758288394,0.2428571428571428,0.203125,0.2340425531914893,0.2428571428571428
846,1TL3_H20,1TL3.pdb,1TL3-results_12081.mol2,8.7138,,380,,1TL3_H20_1TL3-results_12081,,[6.42021640338319],,6.42021640338319,0.2394366197183098,0.2,0.2307692307692307,0.2394366197183098
847,3HS4_AZM,3HS4.pdb,3HS4-results_10880.mol2,4.582,12,1190;15,17;7;38;46;10;18;0.07;2;0.06;9,3HS4_AZM_3HS4-results_10880,[7.920818753952375],"[5.924453038607469, 7.823908740944319]","[7.769551078621726, 8.154901959985743, 7.42021640338319, 7.337242168318426, 8.0, 7.7447274948966935, 10.154901959985743, 8.698970004336019, 10.221848749616356, 8.045757490560675]",8.022878745280337,0.1326530612244898,0.1092436974789916,0.17,0.1688311688311688
848,3HS4_AZM,3HS4.pdb,3HS4-results_11048.mol2,5.9679,61,,,3HS4_AZM_3HS4-results_11048,[7.214670164989233],,,7.214670164989233,0.1111111111111111,0.0873362445414847,0.1704545454545454,0.1204188481675392
849,3HS4_AZM,3HS4.pdb,3HS4-results_50157950.mol2,6.6036,2,,,3HS4_AZM_3HS4-results_50157950,[8.698970004336019],,,8.698970004336019,0.1233766233766233,0.1179775280898876,0.2116788321167883,0.141025641025641
850,2EAT_TG1,2EAT.pdb,2EAT-results_50035612.mol2,10.0996,,,0.2,2EAT_TG1_2EAT-results_50035612,,,[9.698970004336019],9.69897000433602,0.0952380952380952,0.0988142292490118,0.1255060728744939,0.0988142292490118
851,4AC4_HKA,4AC4.pdb,4AC4-results_50225216.mol2,1.6045,,1360.0,0.3,4AC4_HKA_4AC4-results_50225216,,[5.866461091629782],[9.522878745280337],9.522878745280336,0.2314049586776859,0.2545454545454545,0.2357142857142857,0.2545454545454545
852,4AC4_HKA,4AC4.pdb,4AC4-results_50225218.mol2,4.2275,,1940.0,,4AC4_HKA_4AC4-results_50225218,,[5.7121982700697735],,5.7121982700697735,0.2682926829268293,0.25,0.2743362831858407,0.4019607843137255
853,4AC4_HKA,4AC4.pdb,4AC4-results_50225219.mol2,4.1587,,1310.0,88.0,4AC4_HKA_4AC4-results_50225219,,[5.882728704344236],[7.055517327849832],7.055517327849832,0.2786885245901639,0.2524271844660194,0.2743362831858407,0.4158415841584158
854,4AC4_HKA,4AC4.pdb,4AC4-results_50225222.mol2,1.6852,,20000.0,,4AC4_HKA_4AC4-results_50225222,,[4.698970004336019],,4.698970004336019,0.2127659574468085,0.2578125,0.2230769230769231,0.2578125
855,4AC4_HKA,4AC4.pdb,4AC4-results_50225224.mol2,1.5946,,520.0,14.0,4AC4_HKA_4AC4-results_50225224,,[6.2839966563652006],[7.853871964321762],7.853871964321762,0.2314049586776859,0.2321428571428571,0.2142857142857142,0.2336448598130841
856,4AC4_HKA,4AC4.pdb,4AC4-results_50225225.mol2,3.2795,,45000.0,,4AC4_HKA_4AC4-results_50225225,,[4.346787486224656],,4.346787486224656,0.2685185185185185,0.25,0.2941176470588235,0.3365384615384615
857,4AC4_HKA,4AC4.pdb,4AC4-results_50225226.mol2,2.7413,,,0.2,4AC4_HKA_4AC4-results_50225226,,,[9.698970004336019],9.69897000433602,0.2809917355371901,0.2773109243697479,0.2540983606557377,0.2834645669291338
858,4AC4_HKA,4AC4.pdb,4AC4-results_50225228.mol2,3.3477,,3180.0,27.0,4AC4_HKA_4AC4-results_50225228,,[5.497572880015567],[7.568636235841013],7.568636235841013,0.3238095238095238,0.2448979591836734,0.3565217391304348,0.3428571428571428
859,4AC4_HKA,4AC4.pdb,4AC4-results_50225230.mol2,1.7933,,20000.0,,4AC4_HKA_4AC4-results_50225230,,[4.698970004336019],,4.698970004336019,0.2183098591549295,0.2538461538461538,0.2105263157894736,0.2538461538461538
860,4AC4_HKA,4AC4.pdb,4AC4-results_50225231.mol2,4.1858,,41000.0,,4AC4_HKA_4AC4-results_50225231,,[4.3872161432802645],,4.3872161432802645,0.3119266055045872,0.2564102564102564,0.3114754098360656,0.4077669902912621
861,3A4O_STU,3A4O.pdb,3A4O-results_50059889.mol2,7.099,,1;0.49,210;40,3A4O_STU_3A4O-results_50059889,,"[9.0, 9.309803919971486]","[6.6777807052660805, 7.3979400086720375]",7.037860356969059,0.2094240837696335,0.1901840490797546,0.2081218274111675,0.2094240837696335
862,3AR8_TG1,3AR8.pdb,3AR8-results_50035612.mol2,11.1065,,,0.2,3AR8_TG1_3AR8-results_50035612,,,[9.698970004336019],9.69897000433602,0.0952380952380952,0.0988142292490118,0.1255060728744939,0.0988142292490118
863,1BSX_T3,1BSX.pdb,1BSX-results_18862.mol2,5.4212,,0.05;0.04,,1BSX_T3_1BSX-results_18862,,"[10.301029995663981, 10.397940008672037]",,10.34948500216801,0.1932773109243697,0.1885245901639344,0.2125984251968504,0.1932773109243697
864,1BSX_T3,1BSX.pdb,1BSX-results_18863.mol2,9.773,,0.11,,1BSX_T3_1BSX-results_18863,,[9.958607314841775],,9.958607314841776,0.1875,0.1893939393939394,0.1951219512195122,0.2362204724409448
865,1BSX_T3,1BSX.pdb,1BSX-results_18864.mol2,7.3736,,0.02,,1BSX_T3_1BSX-results_18864,,[10.698970004336019],,10.69897000433602,0.2014925373134328,0.1825396825396825,0.2061068702290076,0.2014925373134328
866,1BSX_T3,1BSX.pdb,1BSX-results_50178971.mol2,8.0285,,0.26,,1BSX_T3_1BSX-results_50178971,,[9.585026652029182],,9.585026652029182,0.181159420289855,0.1889763779527559,0.2030075187969924,0.1889763779527559
867,1BSX_T3,1BSX.pdb,1BSX-results_50275225.mol2,7.2973,271.0,,,1BSX_T3_1BSX-results_50275225,[6.567030709125595],,,6.567030709125595,0.1538461538461538,0.1860465116279069,0.1739130434782608,0.1860465116279069
868,1PXP_CK8,1PXP.pdb,1PXP-results_8043.mol2,1.6318,,,151.0,1PXP_CK8_1PXP-results_8043,,,[6.82102305270683],6.82102305270683,0.2214285714285714,0.2206896551724138,0.3418803418803419,0.2761904761904762
869,1PXP_CK8,1PXP.pdb,1PXP-results_8046.mol2,1.4596,,,121.0,1PXP_CK8_1PXP-results_8046,,,[6.91721462968355],6.91721462968355,0.2214285714285714,0.2314049586776859,0.3418803418803419,0.2796610169491525
870,1PXP_CK8,1PXP.pdb,1PXP-results_8066.mol2,3.5533,,220.0,,1PXP_CK8_1PXP-results_8066,,[6.657577319177793],,6.657577319177793,0.2317880794701986,0.2467532467532467,0.3278688524590163,0.2636363636363636
871,1PXP_CK8,1PXP.pdb,1PXP-results_8068.mol2,3.4909,,,45.0,1PXP_CK8_1PXP-results_8068,,,[7.346787486224656],7.346787486224656,0.1962025316455696,0.2051282051282051,0.2595419847328244,0.2678571428571428
872,2ETM_7PY,2ETM.pdb,2ETM-results_50181966.mol2,7.6429,,2000,,2ETM_7PY_2ETM-results_50181966,,[5.698970004336019],,5.698970004336019,0.2925170068027211,0.277027027027027,0.2700729927007299,0.2925170068027211
873,2ETM_7PY,2ETM.pdb,2ETM-results_50181982.mol2,7.2168,,600,,2ETM_7PY_2ETM-results_50181982,,[6.221848749616356],,6.221848749616356,0.2925170068027211,0.380281690140845,0.282051282051282,0.380281690140845
874,2ETM_7PY,2ETM.pdb,2ETM-results_50181983.mol2,7.7317,,200,,2ETM_7PY_2ETM-results_50181983,,[6.698970004336019],,6.698970004336019,0.2272727272727272,0.2774193548387096,0.2546583850931677,0.2774193548387096
875,2ETM_7PY,2ETM.pdb,2ETM-results_50181990.mol2,8.2043,,9000,,2ETM_7PY_2ETM-results_50181990,,[5.045757490560675],,5.045757490560675,0.2397260273972602,0.3105590062111801,0.2847222222222222,0.3105590062111801
876,2ETM_7PY,2ETM.pdb,2ETM-results_50182010.mol2,7.7448,,200;212,,2ETM_7PY_2ETM-results_50182010,,"[6.698970004336019, 6.673664139071248]",,6.686317071703634,0.2397260273972602,0.3024691358024691,0.2847222222222222,0.3024691358024691
877,2ETM_7PY,2ETM.pdb,2ETM-results_50182015.mol2,7.4059,,700,,2ETM_7PY_2ETM-results_50182015,,[6.154901959985743],,6.154901959985743,0.2448979591836734,0.2625,0.2517985611510791,0.2700729927007299
878,2ETM_7PY,2ETM.pdb,2ETM-results_50182018.mol2,7.3314,,800,,2ETM_7PY_2ETM-results_50182018,,[6.096910013008056],,6.096910013008056,0.2348993288590604,0.2891566265060241,0.2451612903225806,0.2891566265060241
879,2ETM_7PY,2ETM.pdb,2ETM-results_50183977.mol2,8.7051,,507,,2ETM_7PY_2ETM-results_50183977,,[6.2949920406666635],,6.294992040666664,0.2364864864864864,0.3148148148148148,0.2681564245810056,0.3148148148148148
880,2ETM_7PY,2ETM.pdb,2ETM-results_50184009.mol2,8.1222,,7550,,2ETM_7PY_2ETM-results_50184009,,[5.1220530483708115],,5.122053048370812,0.2356687898089172,0.3273809523809524,0.2666666666666666,0.3273809523809524
881,2ETM_7PY,2ETM.pdb,2ETM-results_50184049.mol2,10.1022,,4,,2ETM_7PY_2ETM-results_50184049,,[8.397940008672037],,8.397940008672037,0.2222222222222222,0.2954545454545454,0.2613065326633166,0.2954545454545454
882,3FNU_006,3FNU.pdb,3FNU-results_50209559.mol2,7.0115,,690,,3FNU_006_3FNU-results_50209559,,[6.161150909262744],,6.161150909262744,0.2587064676616915,0.1776859504132231,0.241860465116279,0.3728070175438596
883,3U6I_044,3U6I.pdb,3U6I-results_24460.mol2,13.1686,1.0,1;49,,3U6I_044_3U6I-results_24460,[9.0],"[9.0, 7.309803919971486]",,9.0,0.254054054054054,0.2579185520361991,0.2864583333333333,0.3165829145728643
884,3U6I_044,3U6I.pdb,3U6I-results_24461.mol2,13.6645,8.0,8;205,,3U6I_044_3U6I-results_24461,[8.096910013008056],"[8.096910013008056, 6.688246138944246]",,8.096910013008056,0.2513368983957219,0.2556053811659193,0.2769230769230769,0.3134328358208955
885,3U6I_044,3U6I.pdb,3U6I-results_24462.mol2,13.7481,,1;24;52,,3U6I_044_3U6I-results_24462,,"[9.0, 7.619788758288394, 7.2839966563652006]",,7.619788758288394,0.2513368983957219,0.2556053811659193,0.2769230769230769,0.3134328358208955
886,3U6I_044,3U6I.pdb,3U6I-results_24463.mol2,14.2224,1.0,1;23,,3U6I_044_3U6I-results_24463,[9.0],"[9.0, 7.638272163982407]",,9.0,0.2513368983957219,0.2556053811659193,0.2769230769230769,0.3134328358208955
887,3U6I_044,3U6I.pdb,3U6I-results_24464.mol2,12.855,,1,,3U6I_044_3U6I-results_24464,,[9.0],,9.0,0.2648648648648649,0.2669683257918552,0.2769230769230769,0.3134328358208955
888,3U6I_044,3U6I.pdb,3U6I-results_24465.mol2,13.5208,3.0,3;51,,3U6I_044_3U6I-results_24465,[8.522878745280337],"[8.522878745280337, 7.292429823902063]",,8.522878745280337,0.2486772486772486,0.2533333333333333,0.2741116751269035,0.3103448275862069
889,3U6I_044,3U6I.pdb,3U6I-results_50383192.mol2,13.755,4.0,116,,3U6I_044_3U6I-results_50383192,[8.397940008672037],[6.935542010773082],,8.397940008672037,0.235,0.2415254237288135,0.2596153846153846,0.3004694835680751
890,3U6I_044,3U6I.pdb,3U6I-results_50383193.mol2,14.754,4.0,195,,3U6I_044_3U6I-results_50383193,[8.397940008672037],[6.709965388637482],,8.397940008672037,0.254054054054054,0.2579185520361991,0.2797927461139896,0.3165829145728643
891,3U6I_044,3U6I.pdb,3U6I-results_50383195.mol2,15.5479,,63,,3U6I_044_3U6I-results_50383195,,[7.200659450546418],,7.200659450546418,0.2460732984293193,0.2511013215859031,0.271356783919598,0.3073170731707317
892,3U6I_044,3U6I.pdb,3U6I-results_50383196.mol2,16.1575,1.0,56,,3U6I_044_3U6I-results_50383196,[9.0],[7.251811972993799],,9.0,0.2435233160621761,0.2489082969432314,0.2686567164179104,0.3043478260869565
893,3U6I_044,3U6I.pdb,3U6I-results_50383197.mol2,15.0002,0.9,38,,3U6I_044_3U6I-results_50383197,[9.045757490560675],[7.42021640338319],,9.045757490560677,0.2460732984293193,0.2511013215859031,0.2777777777777778,0.3073170731707317
894,3U6I_044,3U6I.pdb,3U6I-results_50383201.mol2,13.5316,1.0,48,,3U6I_044_3U6I-results_50383201,[9.0],[7.318758762624412],,9.0,0.254054054054054,0.2579185520361991,0.2797927461139896,0.3165829145728643
895,3U6I_044,3U6I.pdb,3U6I-results_50383202.mol2,13.2002,0.9,24,,3U6I_044_3U6I-results_50383202,[9.045757490560675],[7.619788758288394],,9.045757490560677,0.2580645161290322,0.2612612612612612,0.2769230769230769,0.3134328358208955
896,3U6I_044,3U6I.pdb,3U6I-results_50383205.mol2,9.6056,2.0,63,,3U6I_044_3U6I-results_50383205,[8.698970004336019],[7.200659450546418],,8.698970004336019,0.2596685082872928,0.2626728110599078,0.2925531914893617,0.3230769230769231
897,3H0W_N8M,3H0W.pdb,3H0W-results_28421.mol2,10.1369,,7,,3H0W_N8M_3H0W-results_28421,,[8.154901959985743],,8.154901959985743,0.1058823529411764,0.1205673758865248,0.1358695652173913,0.1625
898,3H0W_N8M,3H0W.pdb,3H0W-results_28428.mol2,10.5106,,5,,3H0W_N8M_3H0W-results_28428,,[8.301029995663981],,8.301029995663981,0.1073446327683615,0.1191709844559585,0.1302083333333333,0.1547619047619047
899,3H0W_N8M,3H0W.pdb,3H0W-results_28429.mol2,9.7091,,15,,3H0W_N8M_3H0W-results_28429,,[7.823908740944319],,7.823908740944319,0.1055555555555555,0.1189189189189189,0.1282051282051282,0.1453488372093023
900,3H0W_N8M,3H0W.pdb,3H0W-results_28432.mol2,9.869,,400,,3H0W_N8M_3H0W-results_28432,,[6.3979400086720375],,6.3979400086720375,0.1133333333333333,0.1270718232044199,0.144927536231884,0.1604938271604938
901,3H0W_N8M,3H0W.pdb,3H0W-results_28433.mol2,9.3111,,4000,,3H0W_N8M_3H0W-results_28433,,[5.3979400086720375],,5.3979400086720375,0.1111111111111111,0.1311475409836065,0.1338028169014084,0.1506024096385542
902,3H0W_N8M,3H0W.pdb,3H0W-results_28436.mol2,9.6961,,170,,3H0W_N8M_3H0W-results_28436,,[6.769551078621726],,6.769551078621726,0.125,0.1366120218579235,0.1272727272727272,0.1566265060240964
903,3H0W_N8M,3H0W.pdb,3H0W-results_28438.mol2,10.0864,,31000,,3H0W_N8M_3H0W-results_28438,,[4.508638306165727],,4.508638306165727,0.1283783783783783,0.1208791208791208,0.1292517006802721,0.1604938271604938
904,3H0W_N8M,3H0W.pdb,3H0W-results_28443.mol2,9.6931,,88000,,3H0W_N8M_3H0W-results_28443,,[4.055517327849831],,4.055517327849831,0.1017964071856287,0.1240875912408759,0.1263736263736263,0.1666666666666666
905,3H0W_N8M,3H0W.pdb,3H0W-results_28448.mol2,11.1933,,70000,,3H0W_N8M_3H0W-results_28448,,[4.154901959985743],,4.154901959985743,0.1058823529411764,0.1205673758865248,0.1236559139784946,0.1625
906,3H0W_N8M,3H0W.pdb,3H0W-results_28449.mol2,11.776,,420000,,3H0W_N8M_3H0W-results_28449,,[3.3767507096020997],,3.3767507096021,0.1040462427745664,0.1242937853107344,0.1216931216931216,0.1524390243902439
907,3H0W_N8M,3H0W.pdb,3H0W-results_28452.mol2,8.7599,,600,,3H0W_N8M_3H0W-results_28452,,[6.221848749616356],,6.221848749616356,0.1059602649006622,0.1376811594202898,0.1328671328671328,0.1756756756756756
908,3H0W_N8M,3H0W.pdb,3H0W-results_28453.mol2,7.9479,,9000,,3H0W_N8M_3H0W-results_28453,,[5.045757490560675],,5.045757490560675,0.0946745562130177,0.1313868613138686,0.1347517730496454,0.1700680272108843
909,2WHF_II4,2WHF.pdb,2WHF-results_92570.mol2,2.3652,,,4800,2WHF_II4_2WHF-results_92570,,,[5.318758762624412],5.318758762624412,0.2212389380530973,0.2410714285714285,0.2660550458715596,0.2410714285714285
910,2VTH_LZ2,2VTH.pdb,2VTH-results_24628.mol2,4.5296,,120000,,2VTH_LZ2_2VTH-results_24628,,[3.9208187539523753],,3.9208187539523753,0.1886792452830188,0.2149532710280373,0.24,0.2149532710280373
911,2VCX_D26,2VCX.pdb,2VCX-results_21625.mol2,5.4886,,21;700;97700,,2VCX_D26_2VCX-results_21625,,"[7.6777807052660805, 6.154901959985743, 4.0101054362812265]",,6.154901959985743,0.2357723577235772,0.2916666666666667,0.2695652173913043,0.3186813186813186
912,3HKQ_1SD,3HKQ.pdb,3HKQ-results_50299573.mol2,7.3095,4500,,,3HKQ_1SD_3HKQ-results_50299573,[5.346787486224656],,,5.346787486224656,0.1055900621118012,0.0864864864864864,0.1125,0.1055900621118012
913,3HKQ_1SD,3HKQ.pdb,3HKQ-results_50299574.mol2,7.5699,4350;4730,,,3HKQ_1SD_3HKQ-results_50299574,"[5.361510743045363, 5.325138859262188]",,,5.343324801153775,0.1055900621118012,0.0864864864864864,0.1125,0.1055900621118012
914,3HKQ_1SD,3HKQ.pdb,3HKQ-results_50299575.mol2,5.788,4350,,,3HKQ_1SD_3HKQ-results_50299575,[5.361510743045363],,,5.361510743045363,0.10828025477707,0.0824175824175824,0.1225806451612903,0.10828025477707
915,3HKQ_1SD,3HKQ.pdb,3HKQ-results_50299576.mol2,9.122,4510,,,3HKQ_1SD_3HKQ-results_50299576,[5.345823458122039],,,5.345823458122039,0.08,0.0682730923694779,0.0901639344262295,0.08
916,3HKQ_1SD,3HKQ.pdb,3HKQ-results_50299577.mol2,7.9159,4980,,,3HKQ_1SD_3HKQ-results_50299577,[5.302770657240282],,,5.302770657240282,0.08,0.0682730923694779,0.0901639344262295,0.08
917,3HKQ_1SD,3HKQ.pdb,3HKQ-results_50299578.mol2,4.5012,4910,,,3HKQ_1SD_3HKQ-results_50299578,[5.308918507877031],,,5.308918507877031,0.0661764705882353,0.1016949152542373,0.1139240506329113,0.1626016260162601
918,3HKQ_1SD,3HKQ.pdb,3HKQ-results_50299579.mol2,4.3544,4550,,,3HKQ_1SD_3HKQ-results_50299579,[5.341988603342887],,,5.341988603342887,0.0661764705882353,0.1016949152542373,0.1139240506329113,0.1626016260162601
919,3HKQ_1SD,3HKQ.pdb,3HKQ-results_50299580.mol2,4.1667,3900,,,3HKQ_1SD_3HKQ-results_50299580,[5.4089353929735005],,,5.4089353929735005,0.0797101449275362,0.1,0.1265822784810126,0.1068702290076335
920,3HKQ_1SD,3HKQ.pdb,3HKQ-results_50299581.mol2,6.3891,3920,,,3HKQ_1SD_3HKQ-results_50299581,[5.406713932979542],,,5.406713932979542,0.0581395348837209,0.0844155844155844,0.0979381443298969,0.1320754716981132
921,3HKQ_1SD,3HKQ.pdb,3HKQ-results_50299582.mol2,6.5257,4100,,,3HKQ_1SD_3HKQ-results_50299582,[5.3872161432802645],,,5.3872161432802645,0.0581395348837209,0.0844155844155844,0.0979381443298969,0.1320754716981132
922,1BZJ_PIC,1BZJ.pdb,1BZJ-results_50069997.mol2,9.5188,16000.0,26000,,1BZJ_PIC_1BZJ-results_50069997,[4.795880017344075],[4.585026652029182],,4.795880017344075,0.1884057971014492,0.1860465116279069,0.1954887218045112,0.1884057971014492
923,1BZJ_PIC,1BZJ.pdb,1BZJ-results_50070000.mol2,9.5421,,130000,,1BZJ_PIC_1BZJ-results_50070000,,[3.886056647693163],,3.886056647693163,0.1418918918918918,0.1732283464566929,0.1578947368421052,0.1732283464566929
924,1BZJ_PIC,1BZJ.pdb,1BZJ-results_50070001.mol2,8.689,,112000,,1BZJ_PIC_1BZJ-results_50070001,,[3.9507819773298185],,3.9507819773298185,0.2627118644067797,0.2346938775510204,0.2782608695652174,0.3
925,1BZJ_PIC,1BZJ.pdb,1BZJ-results_50070003.mol2,10.2055,,29000,,1BZJ_PIC_1BZJ-results_50070003,,[4.5376020021010435],,4.537602002101044,0.1884057971014492,0.1860465116279069,0.1954887218045112,0.1884057971014492
926,1BZJ_PIC,1BZJ.pdb,1BZJ-results_50070004.mol2,9.1304,93000.0,,,1BZJ_PIC_1BZJ-results_50070004,[4.031517051446065],,,4.031517051446065,0.2276422764227642,0.2110091743119266,0.2416666666666666,0.2409638554216867
927,1BZJ_PIC,1BZJ.pdb,1BZJ-results_50075312.mol2,9.4545,,718100;95000;35000,,1BZJ_PIC_1BZJ-results_50075312,,"[3.14381507327283, 4.022276394711152, 4.455931955649724]",,4.022276394711152,0.2682926829268293,0.2113821138211382,0.2335766423357664,0.2682926829268293
928,1BZJ_PIC,1BZJ.pdb,1BZJ-results_50102186.mol2,8.0804,2500.0,,,1BZJ_PIC_1BZJ-results_50102186,[5.6020599913279625],,,5.6020599913279625,0.2018348623853211,0.1909090909090909,0.2551020408163265,0.3260869565217391
929,1BZJ_PIC,1BZJ.pdb,1BZJ-results_50103227.mol2,9.5117,22000.0,,,1BZJ_PIC_1BZJ-results_50103227,[4.657577319177793],,,4.657577319177793,0.2125984251968504,0.1848739495798319,0.221311475409836,0.2125984251968504
930,1BZJ_PIC,1BZJ.pdb,1BZJ-results_50107745.mol2,9.5039,,26000,,1BZJ_PIC_1BZJ-results_50107745,,[4.585026652029182],,4.585026652029182,0.1884057971014492,0.1860465116279069,0.1954887218045112,0.1884057971014492
931,1BZJ_PIC,1BZJ.pdb,1BZJ-results_50239833.mol2,9.6603,,120,,1BZJ_PIC_1BZJ-results_50239833,,[6.920818753952375],,6.920818753952375,0.171875,0.2125984251968504,0.1732283464566929,0.2125984251968504
932,1H83_DIA,1H83.pdb,1H83-results_50129716.mol2,6.2418,300,,,1H83_DIA_1H83-results_50129716,[6.522878745280337],,,6.522878745280337,0.042016806722689,0.0629370629370629,0.1739130434782608,0.0629370629370629
933,2C6M_DT5,2C6M.pdb,2C6M-results_5544.mol2,10.3396,,5;8,,2C6M_DT5_2C6M-results_5544,,"[8.301029995663981, 8.096910013008056]",,8.198970004336019,1.0,0.1860465116279069,0.3813559322033898,1.0
934,2C6M_DT5,2C6M.pdb,2C6M-results_5590.mol2,9.64,,2900,,2C6M_DT5_2C6M-results_5590,,[5.5376020021010435],,5.537602002101044,0.6,0.1901840490797546,0.4299065420560747,0.6
935,2C6M_DT5,2C6M.pdb,2C6M-results_5595.mol2,9.1412,,1,,2C6M_DT5_2C6M-results_5595,,[9.0],,9.0,0.628099173553719,0.1812080536912751,0.4107142857142857,0.628099173553719
936,2C6M_DT5,2C6M.pdb,2C6M-results_11435.mol2,3.404,,17,,2C6M_DT5_2C6M-results_11435,,[7.769551078621726],,7.769551078621726,0.3272727272727272,0.2011173184357542,0.2585034013605442,0.3272727272727272
937,2C6M_DT5,2C6M.pdb,2C6M-results_11437.mol2,2.3637,,1200,,2C6M_DT5_2C6M-results_11437,,[5.920818753952375],,5.920818753952375,0.3121019108280254,0.2049689440993788,0.2949640287769784,0.3121019108280254
938,2C6M_DT5,2C6M.pdb,2C6M-results_11438.mol2,2.8769,,1200,,2C6M_DT5_2C6M-results_11438,,[5.920818753952375],,5.920818753952375,0.2847682119205298,0.2207792207792207,0.3082706766917293,0.2847682119205298
939,2C6M_DT5,2C6M.pdb,2C6M-results_11447.mol2,11.1027,,11000,,2C6M_DT5_2C6M-results_11447,,[4.958607314841775],,4.958607314841775,0.5074626865671642,0.2,0.314516129032258,0.5074626865671642
